"","avg_pop","max_pop","min_pop","med_pop","n","id"
"1366",6,13,3,4,12,1441
"1367",6.08333333333333,14,3,5,12,449
"1368",21.0909090909091,27,16,21,11,1246
"1369",9.54545454545454,17,5,9,11,335
"1370",46,57,36,44,14,549
"1371",42.5,56,34,41,12,657
"1372",53.2727272727273,67,45,52,11,2048
"1373",9.23076923076923,26,4,7,13,198
"1374",34.8181818181818,47,22,35,11,1526
"1375",46.0909090909091,55,38,46,11,2263
"1376",46.55,61,38,46,20,536
"1377",61.4,66,57,61,10,2238
"1378",12.9,31,7,10,10,316
"1379",27.1666666666667,37,21,25,12,1419
"1380",21.9090909090909,39,14,18,11,1410
"1381",17.9090909090909,29,11,15,11,1506
"1382",10.4,20,6,9.5,10,399
"1383",20.1111111111111,36,12,15,9,1750
"1384",25.3,46,15,22,10,1361
"1385",28.4545454545455,41,23,29,11,1835
"1386",4.4,9,1,4,10,1103
"1387",13.25,34,5,12,16,1277
"1388",23.1,42,13,19.5,10,1170
"1389",14.9090909090909,24,9,12,11,1121
"1390",10.1111111111111,21,5,8,9,1387
"1391",10.5,31,6,8.5,18,715
"1392",37.875,46,32,37.5,8,1590
"1393",41,63,29,37,13,88
"1394",35.9230769230769,60,26,34,13,1605
"1395",12.5333333333333,21,7,11,15,1120
"1396",3.90909090909091,11,2,3,11,268
"1397",7.45454545454545,15,4,6,11,1397
"1398",44.4285714285714,53,39,43,7,554
"1399",5.8,21,0,5,15,1069
"1400",61.7058823529412,68,58,61,17,1479
"1401",61.7058823529412,68,58,61,17,1580
"1402",49.2222222222222,61,44,49,9,1779
"1403",61.7058823529412,68,58,61,17,1940
"1404",16,36,9,15,12,127
"1405",41.8,64,30,41.5,10,1517
"1406",47,61,34,45,12,257
"1407",44.9090909090909,57,36,44,11,1749
"1408",3.36363636363636,8,1,2,11,1197
"1409",3.18181818181818,7,1,3,11,506
"1410",13.8125,26,6,12.5,16,1102
"1411",7.91666666666667,15,4,7,12,790
"1412",7.91666666666667,15,4,7,12,1853
"1413",7.91666666666667,15,4,7,12,2150
"1414",21.5833333333333,29,14,21.5,12,48
"1415",13.5833333333333,23,9,12,12,137
"1416",17.2,24,12,17,10,2262
"1417",8.1,28,2,4,10,726
"1418",58.7142857142857,71,52,58.5,14,1535
"1419",41.7272727272727,51,37,41,11,570
"1420",39.75,43,37,39.5,8,1552
"1421",19.3333333333333,31,11,16,12,1422
"1422",32.15,80,22,28,20,471
"1423",23.9,37,15,23.5,10,1495
"1424",25.2307692307692,34,19,24,13,1185
"1425",19.8181818181818,42,9,13,11,1344
"1426",18.0909090909091,49,7,13,11,450
"1427",27.7,41,21,26.5,10,865
"1428",36.4,48,29,35.5,10,2060
"1429",27.9,51,16,26,10,538
"1430",35.75,47,28,34.5,12,92
"1431",36.1,61,28,33,20,1884
"1432",25.3529411764706,41,0,24,17,611
"1433",35.4166666666667,46,30,34.5,12,2018
"1434",19.6428571428571,34,1,19.5,14,1939
"1435",31.8333333333333,39,28,31,6,277
"1436",31.375,39,27,30.5,8,1253
"1437",24.2666666666667,29,21,24,15,1288
"1438",11.5833333333333,30,6,9,12,57
"1439",8.90909090909091,22,4,7,11,1449
"1440",18.6153846153846,24,15,18,13,2132
"1441",29.1428571428571,49,0,30,14,1815
"1442",9.09090909090909,21,4,7,11,1149
"1443",37.5454545454545,51,32,36,11,1
"1444",33.9090909090909,53,27,31,11,1169
"1445",30.2222222222222,46,22,26,9,266
"1446",32,45,25,30,10,1388
"1447",37.3636363636364,47,31,38,11,1930
"1448",9.53333333333333,14,4,10,15,233
"1449",8.125,16,4,7,8,1417
"1450",25.6666666666667,40,19,24,9,1231
"1451",11.3333333333333,32,2,7,9,1321
"1452",12.0909090909091,20,8,11,11,17
"1453",20,36,12,18.5,8,659
"1454",51.4375,69,43,49,16,976
"1455",43.5454545454545,56,35,42,11,1003
"1456",20.5,37,14,18,6,487
"1457",15.5,23,10,14,10,1403
"1458",13.6,30,7,11.5,10,1160
"1459",24.6363636363636,37,19,23,11,226
"1460",23.0714285714286,30,16,22,14,772
"1461",10,26,5,7.5,10,504
"1462",0.923076923076923,3,0,1,13,393
"1463",23.0714285714286,31,20,22,14,290
"1464",13.75,22,9,12,12,1281
"1465",11.5,29,5,9,8,139
"1466",41.9,49,37,41,10,2089
"1467",11.6,33,7,9.5,10,158
"1468",82.5454545454545,87,75,85,11,1636
"1469",59.3125,87,50,58.5,16,2127
"1470",11,19,7,9.5,6,776
"1471",15.6363636363636,24,11,13,11,863
"1472",20.1538461538462,27,17,19,13,100
"1473",25.1176470588235,41,0,25,17,1227
"1474",10.375,25,4,6.5,8,1211
"1475",23.25,34,15,23,12,1195
"1476",25,34,16,25,20,608
"1477",16.0588235294118,25,10,16,17,515
"1478",36.6,54,28,35.5,20,184
"1479",41.6363636363636,52,34,40,11,1849
"1480",15.4545454545455,29,10,13,11,1269
"1481",45.0833333333333,64,38,43.5,12,860
"1482",47.5333333333333,56,41,47,15,2071
"1483",30.3846153846154,43,21,31,13,1478
"1484",39.6,47,34,39,10,2122
"1485",17,32,9,16,10,1180
"1486",16.6666666666667,30,11,16,9,155
"1487",16.6363636363636,36,12,14,11,1128
"1488",13.1111111111111,18,8,12,9,1229
"1489",11.2,17,0,11,15,1181
"1490",44.9090909090909,52,39,46,11,1349
"1491",51.4615384615385,61,45,51,13,2185
"1492",4.8125,10,0,4,16,1811
"1493",10.5833333333333,27,5,8.5,12,762
"1494",29.2142857142857,42,20,28.5,14,546
"1495",38.1818181818182,51,30,37,11,1915
"1496",43.3846153846154,56,36,41,13,2237
"1497",23.375,31,20,22.5,8,1136
"1498",17.8888888888889,23,13,17,9,1001
"1499",38,45,33,37,9,2030
"1500",59.2727272727273,81,51,56,11,475
"1501",53.9166666666667,64,48,53,12,2033
"1502",7.6,9,6,8,5,369
"1503",8.8,12,5,9,10,2019
"1504",25.4705882352941,41,19,23,17,1834
"1505",41.3846153846154,54,33,38,13,118
"1506",30.8181818181818,42,24,30,11,1764
"1507",33.8666666666667,50,25,32,15,1088
"1508",38.4,54,28,38,10,965
"1509",16.2222222222222,26,9,16,9,1571
"1510",29.5,42,20,27.5,16,382
"1511",37.1818181818182,62,22,35,11,1232
"1512",37.1818181818182,62,22,35,11,1858
"1513",24.5,33,19,22,10,467
"1514",20.2142857142857,34,14,17,14,138
"1515",17.5333333333333,31,11,16,15,1203
"1516",22.9166666666667,35,16,22,12,1688
"1517",9.81818181818182,33,2,6,11,936
"1518",20.2,38,13,17,10,1778
"1519",36.8333333333333,46,31,35.5,12,1291
"1520",15,41,9,12,13,805
"1521",20.5,28,15,19.5,8,685
"1522",14.9,30,8,12.5,10,979
"1523",14.6363636363636,31,7,11,11,1875
"1524",8.3,24,3,5.5,10,1692
"1525",33.9230769230769,49,25,32,13,1085
"1526",35.6,48,28,35,10,2107
"1527",8.22222222222222,23,4,5,9,1006
"1528",1.4,2,0,1.5,10,437
"1529",22.4545454545455,31,15,21,11,1053
"1530",6,14,3,4.5,12,635
"1531",27.4,42,21,26,10,1416
"1532",10,13,8,10,5,644
"1533",19,32,12,18,13,2155
"1534",67,72,58,67,11,1087
"1535",20.6153846153846,31,14,17,13,1981
"1536",56.9,66,53,56.5,10,2001
"1537",32.3333333333333,46,21,30,9,208
"1538",20.3,30,16,19,10,346
"1539",20.25,30,15,18.5,12,234
"1540",20.5,37,13,19,6,209
"1541",18.125,28,14,16.5,8,1292
"1542",23.7,36,18,23,10,2215
"1543",32.9090909090909,40,27,34,11,1393
"1544",38.9090909090909,49,33,39,11,2217
"1545",16.7,31,10,15.5,10,815
"1546",24.2727272727273,34,18,22,11,1785
"1547",14.5,37,7,10,10,737
"1548",28.9285714285714,44,20,27.5,14,49
"1549",25.25,41,15,25.5,20,1013
"1550",43.9166666666667,52,39,43.5,12,2218
"1551",14.2307692307692,34,6,8,13,903
"1552",27.3846153846154,36,22,26,13,2143
"1553",18.6153846153846,34,13,18,13,664
"1554",46.4,54,43,45.5,10,2067
"1555",14.5,34,7,11.5,10,387
"1556",66.4736842105263,79,58,65,19,460
"1557",67.25,82,60,65,20,1424
"1558",37.5384615384615,66,21,35,13,990
"1559",11.1428571428571,31,5,8,7,338
"1560",26.2,39,14,27.5,10,1505
"1561",22.4285714285714,35,17,21,7,2224
"1562",23.3,40,16,20,10,1803
"1563",31.7857142857143,41,0,34.5,14,1576
"1564",24.7,37,15,24,10,849
"1565",32.4444444444444,46,25,32,9,1872
"1566",45.6,58,38,43.5,10,1477
"1567",40.2222222222222,51,35,39,9,1700
"1568",11.2,25,5,8.5,10,303
"1569",64.7368421052632,81,54,63,19,1504
"1570",53.75,71,7,54.5,20,1925
"1571",21.3571428571429,40,15,19.5,14,481
"1572",23.6363636363636,43,17,21,11,1512
"1573",31.9,38,27,31.5,10,2244
"1574",22.8947368421053,39,12,21,19,1116
"1575",36.4615384615385,46,31,36,13,2064
"1576",50.1428571428571,58,44,49.5,14,1780
"1577",20.6,29,17,19.5,10,1677
"1578",68.4444444444444,84,55,67,18,564
"1579",71.2352941176471,86,59,70,17,808
"1580",68.2142857142857,89,55,69,14,2256
"1581",12.0909090909091,36,5,8,11,1285
"1582",9.58333333333333,32,4,7,12,373
"1583",16.625,28,12,14.5,8,421
"1584",29.8571428571429,35,25,30,7,2229
"1585",23.8,40,15,23.5,10,1365
"1586",11,26,6,8,12,835
"1587",26.75,41,20,24.5,12,1822
"1588",1.375,3,0,1,16,65
"1589",26.1,36,22,25,10,1212
"1590",27.5,37,20,27.5,14,1727
"1591",8.63636363636364,25,3,5,11,97
"1592",15.1764705882353,31,0,15,17,1428
"1593",9.75,26,4,8.5,12,1470
"1594",40.3636363636364,48,33,41,11,601
"1595",31.5833333333333,45,0,35.5,12,2008
"1596",36.2,45,31,35.5,10,1484
"1597",35.3,44,30,35.5,10,591
"1598",40,47,35,38.5,12,1290
"1599",53.5714285714286,61,48,53,7,36
"1600",58.3333333333333,69,50,59,12,2017
"1601",46,53,41,44,11,1111
"1602",44.6,65,31,41,20,313
"1603",42.6666666666667,67,34,40,15,1916
"1604",63.3636363636364,77,54,64,11,667
"1605",67.3636363636364,74,62,68,11,2072
"1606",19.0769230769231,36,0,17,13,574
"1607",27.75,43,18,28,16,575
"1608",16.1666666666667,35,9,14,12,1027
"1609",3.52631578947368,8,2,3,19,512
"1610",33.3333333333333,64,21,33,9,385
"1611",23.5,41,17,23,14,1355
"1612",60.4117647058824,66,56,59,17,2253
"1613",56.3529411764706,65,52,55,17,2240
"1614",1.44444444444444,4,0,1,9,942
"1615",29.9,37,25,29.5,10,582
"1616",36.8,43,32,37,10,2182
"1617",48.9230769230769,65,39,49,13,1595
"1618",24.4,33,19,23,10,1532
"1619",5.08333333333333,10,2,3,12,1245
"1620",58.6,79,47,57,10,895
"1621",61.5454545454545,84,51,57,11,2248
"1622",15.8125,37,10,12.5,16,599
"1623",23.6666666666667,36,16,22,12,1561
"1624",37.2857142857143,65,25,33.5,14,441
"1625",39.6923076923077,55,30,37,13,1861
"1626",2.44444444444444,13,0,1,9,702
"1627",25.1666666666667,35,16,25.5,12,552
"1628",23.5,30,18,22.5,10,676
"1629",24.2857142857143,28,19,24,7,1572
"1630",36.7142857142857,41,33,37,7,2070
"1631",24,29,20,25,11,753
"1632",21.7272727272727,49,12,18,11,58
"1633",3,6,2,2,13,144
"1634",40.7333333333333,63,31,38,15,1044
"1635",40.1666666666667,46,33,39.5,12,1908
"1636",38.5625,59,29,34.5,16,1287
"1637",11.5,23,7,11,12,1010
"1638",50.9230769230769,62,45,50,13,1091
"1639",57.5384615384615,65,52,57,13,2000
"1640",45.7272727272727,51,40,47,11,1864
"1641",40.0625,65,0,40,16,318
"1642",32.5,50,23,30,12,8
"1643",38.7272727272727,58,29,38,11,782
"1644",14.6,37,0,21,15,1178
"1645",17.5384615384615,31,10,15,13,1056
"1646",22.6363636363636,45,11,14,11,658
"1647",8.44444444444444,14,4,9,9,694
"1648",35.6666666666667,49,29,33.5,12,1657
"1649",36.3333333333333,45,29,34,9,4
"1650",22.3,29,20,21.5,10,2051
"1651",52.5555555555556,71,40,49.5,18,1903
"1652",12.25,18,6,11.5,12,254
"1653",11,22,6,10,11,321
"1654",29.9444444444444,49,22,28.5,18,1473
"1655",26.3571428571429,48,0,23.5,14,2259
"1656",36.8,46,30,36.5,10,1112
"1657",26.4,46,20,24,10,64
"1658",23,40,13,20,10,1270
"1659",29.0833333333333,41,22,27,12,2145
"1660",25.4,37,18,25,10,2
"1661",66.3125,80,56,65,16,1929
"1662",14.2307692307692,26,8,12,13,176
"1663",17.3076923076923,37,9,15,13,958
"1664",30.5833333333333,40,22,30.5,12,296
"1665",25.6363636363636,39,16,28,11,1829
"1666",52,63,46,50,11,1810
"1667",1.72727272727273,4,1,1,11,859
"1668",23,35,0,24.5,20,1302
"1669",44.7,49,41,44.5,10,2029
"1670",16.5,33,9,13,10,812
"1671",3.58333333333333,13,1,3,12,230
"1672",23,29,17,24,12,1206
"1673",47.3636363636364,58,41,47,11,1090
"1674",5.77777777777778,11,3,5,9,799
"1675",4.33333333333333,8,3,4,9,1174
"1676",28.4615384615385,56,20,26,13,1217
"1677",18.8181818181818,30,13,18,11,89
"1678",14.8888888888889,44,7,11,9,309
"1679",4.41666666666667,12,1,3.5,12,446
"1680",11.5714285714286,18,8,11,7,1613
"1681",19.1818181818182,36,11,19,11,347
"1682",40.3846153846154,53,30,42,13,929
"1683",47.5,69,42,45,14,2025
"1684",3.3,9,1,2,10,820
"1685",4.72727272727273,9,2,4,11,1352
"1686",21.625,32,16,19,8,1632
"1687",21,35,13,16,9,1328
"1688",55.1538461538462,69,42,54,13,736
"1689",51.3125,72,40,48,16,1629
"1690",42.3636363636364,54,34,44,11,1362
"1691",28.7368421052632,49,18,26,19,643
"1692",38.8181818181818,52,34,38,11,2110
"1693",15,28,9,12,10,1266
"1694",56,78,0,57,17,1529
"1695",40.3846153846154,54,33,39,13,596
"1696",51.6923076923077,59,47,51,13,1955
"1697",34.6,55,28,33,10,297
"1698",40.1,48,35,39,10,2130
"1699",16.5714285714286,37,10,13,7,50
"1700",7,9,4,7.5,4,798
"1701",11.8823529411765,27,6,10,17,1372
"1702",19.25,35,13,17,8,1654
"1703",19.7777777777778,25,15,20,9,1999
"1704",1.14285714285714,2,1,1,7,271
"1705",7.5,24,3,4.5,8,810
"1706",20.3,36,14,19,10,107
"1707",28.8,44,22,26,10,930
"1708",31.1818181818182,42,24,31,11,2106
"1709",22.625,43,13,19,16,1568
"1710",36.6,55,25,36,10,503
"1711",51.4285714285714,65,44,47,14,1017
"1712",23.4,40,16,22,15,39
"1713",20.8,36,14,20,10,2112
"1714",5.86666666666667,10,3,6,15,901
"1715",58.8461538461538,81,47,55,13,1394
"1716",25,40,18,21,17,755
"1717",40.6153846153846,52,34,38,13,1549
"1718",13.8888888888889,22,9,14,9,368
"1719",22.9090909090909,32,15,19,11,20
"1720",28.3636363636364,44,21,28,11,1581
"1721",20,35,5,20,2,125
"1722",18,27,12,17,11,1158
"1723",15,36,0,16,10,1383
"1724",35.8,47,29,34.5,10,99
"1725",26.75,41,14,28.5,20,1665
"1726",7.63636363636364,20,0,7,11,1224
"1727",18.4,27,13,17.5,10,2115
"1728",30.7692307692308,46,22,27,13,142
"1729",29,41,22,26,13,1801
"1730",12,40,5,9,12,695
"1731",22,38,12,16.5,10,1592
"1732",24.1538461538462,53,16,21,13,1304
"1733",38.7,59,30,34.5,10,593
"1734",21.3571428571429,28,16,22,14,1684
"1735",38.8,55,32,38,10,2091
"1736",62.2142857142857,75,52,60.5,14,417
"1737",57.6428571428571,71,46,55.5,14,1527
"1738",20.1818181818182,29,14,19,11,2242
"1739",20,41,15,17,10,728
"1740",25.3529411764706,38,15,26,17,982
"1741",9.58333333333333,18,5,8,12,1115
"1742",2,2,2,2,1,458
"1743",14.4,32,7,11,10,314
"1744",9.7,21,6,8,10,1343
"1745",32.7272727272727,47,1,34,11,747
"1746",29.5454545454545,47,19,29,11,650
"1747",5.7,15,2,4,10,514
"1748",51.0833333333333,59,45,50.5,12,1984
"1749",45.25,59,36,43.5,12,834
"1750",45.5,55,38,44.5,12,2164
"1751",31.375,34,28,31.5,8,1432
"1752",67,84,52,64.5,10,1634
"1753",8.66666666666667,19,4,6,12,2214
"1754",29.2,39,23,29.5,10,1059
"1755",9.11111111111111,22,4,5,9,336
"1756",23.5454545454545,30,20,23,11,465
"1757",19,31,11,19,11,2232
"1758",2.4,5,1,2,10,1284
"1759",7.66666666666667,20,2,4,9,1193
"1760",52.2307692307692,63,44,51,13,807
"1761",34.5714285714286,43,30,33,14,2104
"1762",20.1666666666667,34,14,19.5,12,619
"1763",30.3846153846154,45,24,28,13,1642
"1764",18.0909090909091,30,10,17,11,766
"1765",19.1818181818182,36,12,17,11,1768
"1766",33.3333333333333,41,30,32,6,68
"1767",5.9,11,3,5.5,10,1054
"1768",27.8181818181818,39,21,26,11,1866
"1769",54.4285714285714,73,44,52.5,14,581
"1770",61.75,70,57,60.5,12,2098
"1771",6.66666666666667,14,3,5.5,12,402
"1772",23,28,20,22.5,12,2225
"1773",12.5384615384615,23,4,11,13,1391
"1774",41.375,62,34,39.5,16,663
"1775",49.6428571428571,63,42,48.5,14,1765
"1776",31.75,44,24,30,8,532
"1777",15,37,10,13,17,1865
"1778",45.7,54,37,47,10,197
"1779",43.6,52,37,43.5,10,1562
"1780",17.1,31,9,14,10,981
"1781",14.9230769230769,28,8,13,13,876
"1782",49.8571428571429,68,40,48,14,964
"1783",48.1333333333333,60,38,46,15,1787
"1784",27.8,41,0,28,20,1886
"1785",35.4,48,25,33,15,533
"1786",19.0666666666667,50,8,12,15,788
"1787",38.5,56,27,36.5,10,256
"1788",41,59,32,37.5,10,1216
"1789",43.0909090909091,54,38,40,11,1994
"1790",20.1666666666667,38,13,20.5,12,2148
"1791",39.7894736842105,64,2,45,19,580
"1792",8.1,15,4,6,10,1147
"1793",22.2,30,18,21,5,2207
"1794",27.4,39,19,28.5,10,306
"1795",32.6666666666667,43,24,32,9,162
"1796",28.9090909090909,48,20,27,11,1619
"1797",40.5555555555556,53,30,43,9,26
"1798",32.2307692307692,47,25,29,13,1310
"1799",37.4615384615385,45,34,36,13,2052
"1800",35,44,30,34,12,1956
"1801",20.8571428571429,35,14,18,14,1188
"1802",35.5454545454545,44,31,34,11,2002
"1803",10.2727272727273,22,6,8,11,222
"1804",23.6666666666667,38,16,21,12,620
"1805",34.0833333333333,44,28,32,12,1748
"1806",1.5,5,0,1,10,170
"1807",6,12,3,5,12,918
"1808",0.769230769230769,3,0,1,13,1420
"1809",14.5555555555556,22,9,12,9,55
"1810",25.2857142857143,33,21,25,7,2006
"1811",46.6,61,40,44.5,10,1960
"1812",17.25,33,9,16,12,1351
"1813",21,35,13,20,9,1401
"1814",33.6363636363636,43,28,31,11,1560
"1815",10.0833333333333,24,5,8.5,12,1336
"1816",13.9166666666667,29,8,12.5,12,1777
"1817",22.3,35,15,22,10,448
"1818",21.8461538461538,37,15,20,13,970
"1819",26.3333333333333,35,21,26.5,12,2151
"1820",9.72727272727273,28,4,6,11,826
"1821",12.0909090909091,32,5,8,11,315
"1822",16.4166666666667,33,10,13.5,12,668
"1823",31.6923076923077,45,24,31,13,706
"1824",32.2727272727273,42,27,30,11,2117
"1825",11.2,30,6,9,10,899
"1826",12.6,22,9,12,10,1257
"1827",17.3636363636364,29,11,16,11,69
"1828",12.75,23,9,11.5,16,741
"1829",21.6,41,17,19,10,1208
"1830",22.6363636363636,41,17,18,11,1664
"1831",20.3333333333333,40,13,17,9,778
"1832",14.9090909090909,30,10,14,11,1672
"1833",58,76,47,56.5,12,705
"1834",70.8,88,60,69,10,2080
"1835",12.8,18,9,13,10,733
"1836",11.95,17,6,13,20,1856
"1837",11.25,15,9,10.5,4,182
"1838",11.5384615384615,33,5,8,13,94
"1839",36.1,50,25,35.5,10,527
"1840",32.7272727272727,50,24,32,11,1720
"1841",37.1875,56,30,34,16,567
"1842",27.3333333333333,42,20,23.5,12,547
"1843",59.1875,72,51,59.5,16,674
"1844",65.1666666666667,73,62,64.5,12,2111
"1845",32.2727272727273,46,23,30,11,2258
"1846",19.7,35,12,16,10,931
"1847",44.8,52,39,45,10,775
"1848",45.7,64,38,46,10,1821
"1849",42.1538461538462,54,34,41,13,210
"1850",33.7142857142857,43,0,36.5,14,1591
"1851",32.0714285714286,49,24,30,14,636
"1852",43.7777777777778,57,39,42.5,18,1937
"1853",9.71428571428571,24,0,9.5,14,302
"1854",25.9090909090909,32,22,26,11,1969
"1855",18.2,34,14,16.5,20,1482
"1856",31.0666666666667,44,25,29,15,1256
"1857",42.1428571428571,52,38,40.5,14,1709
"1858",3.8,6,2,3,5,150
"1859",58.9,77,45,59.5,20,1604
"1860",15.2727272727273,35,8,12,11,250
"1861",25.0833333333333,43,17,22.5,12,2173
"1862",24.9090909090909,51,15,19,11,1867
"1863",25,31,20,24.5,4,607
"1864",24,32,19,22.5,4,893
"1865",19.5714285714286,27,15,18,7,2085
"1866",10.7272727272727,22,7,10,11,104
"1867",20.5,29,16,20.5,10,2086
"1868",37.5,57,27,36,10,392
"1869",29.6923076923077,37,24,29,13,2250
"1870",0,0,0,0,1,386
"1871",11.4545454545455,18,6,10,11,469
"1872",21.4444444444444,41,9,17,9,367
"1873",21.9,46,11,16.5,10,1297
"1874",14.8333333333333,23,10,15,12,910
"1875",14.3636363636364,34,7,12,11,320
"1876",7.7,12,4,8,10,748
"1877",6.18181818181818,16,2,6,11,780
"1878",39.6923076923077,57,31,39,13,2038
"1879",38.2,50,31,37,10,1463
"1880",25.5625,46,0,37,16,2187
"1881",26.3636363636364,53,12,24,11,1932
"1882",11,18,5,10,6,103
"1883",15.3,25,10,13,10,885
"1884",27,39,21,25,11,2096
"1885",3.45454545454545,10,1,3,11,1023
"1886",62.75,78,53,60,12,1314
"1887",27.4285714285714,31,25,27,7,2131
"1888",24.8,36,17,23.5,10,641
"1889",59.6153846153846,76,6,62,13,2194
"1890",21,32,15,18,10,1048
"1891",74.8333333333333,84,67,74,18,806
"1892",67.6666666666667,79,61,66,15,1132
"1893",72.9375,84,65,72,16,1095
"1894",66.3,81,59,64.5,20,1650
"1895",68.95,76,63,69,20,1553
"1896",84.4,87,82,84.5,20,1965
"1897",42.8,49,37,43.5,10,2005
"1898",10.8,22,7,9.5,10,1522
"1899",34.4666666666667,55,22,37,15,618
"1900",7.2,9,6,7,10,984
"1901",7.41666666666667,19,4,6,12,1755
"1902",5.55555555555556,10,0,5,9,744
"1903",27.4166666666667,34,22,26.5,12,919
"1904",43.0833333333333,48,40,43,12,2196
"1905",20.4545454545455,35,14,19,11,1045
"1906",42.6666666666667,52,34,41,9,1346
"1907",52.25,72,41,49,8,365
"1908",60.2,75,46,61,15,101
"1909",52.05,66,44,50.5,20,1511
"1910",72.3636363636364,84,65,70,11,2059
"1911",33.2,38,29,33,10,2100
"1912",9,15,4,9,14,1614
"1913",19.3,25,14,19,10,1714
"1914",26.3333333333333,37,20,26,12,1624
"1915",38.8,59,0,40,20,1122
"1916",28.5384615384615,42,21,26,13,1077
"1917",37.125,55,29,33,8,1531
"1918",6.55555555555556,17,2,4,9,1716
"1919",36.2,46,29,35,10,95
"1920",34.8,45,28,33.5,10,1326
"1921",40.75,49,36,39.5,12,2022
"1922",1.35,7,0,1,20,112
"1923",30.7272727272727,49,21,29,11,1306
"1924",36.8181818181818,44,32,35,11,2158
"1925",46.8333333333333,61,37,45.5,12,957
"1926",41.4166666666667,49,35,40,12,1848
"1927",51.6,68,45,49,10,2219
"1928",17.3,31,14,15.5,10,358
"1929",12.5,18,8,11.5,8,1732
"1930",14.7142857142857,20,11,14,7,1772
"1931",23.7272727272727,35,17,23,11,70
"1932",26.8888888888889,37,20,25,9,968
"1933",5.66666666666667,18,2,5,12,1156
"1934",17.7857142857143,30,10,16.5,14,1594
"1935",47.3333333333333,60,40,47,9,199
"1936",38.5,51,31,35.5,14,1275
"1937",41.6923076923077,52,36,41,13,2170
"1938",38.7,52,32,38,10,773
"1939",42.1666666666667,54,36,41,12,1204
"1940",5.8,10,3,5.5,10,381
"1941",9.9,17,6,9.5,10,1799
"1942",24,40,16,20,7,817
"1943",29.1111111111111,43,24,26,9,828
"1944",12.8181818181818,24,7,12,11,822
"1945",23.6666666666667,30,19,22.5,6,647
"1946",35,46,28,34,9,638
"1947",37.1818181818182,44,32,37,11,2056
"1948",3,13,0,1,11,519
"1949",17.7,36,11,14,20,1599
"1950",34.6363636363636,43,25,39,11,870
"1951",15.6666666666667,28,10,15,12,1171
"1952",13.1,22,10,12,10,330
"1953",16.9166666666667,34,8,15,12,1076
"1954",24.1428571428571,34,16,24,14,1018
"1955",10.4,20,7,8.5,10,1536
"1956",34.6363636363636,48,27,31,11,484
"1957",8.3,19,4,7,10,623
"1958",24.4545454545455,40,15,20,11,1457
"1959",15,31,10,12.5,16,845
"1960",8.4,13,5,7,5,1175
"1961",25.8888888888889,35,20,26,9,975
"1962",6.14285714285714,19,3,4.5,14,340
"1963",25.4166666666667,44,19,23.5,12,1611
"1964",15.3333333333333,18,13,15.5,6,203
"1965",12.3333333333333,15,9,13,12,941
"1966",25.3076923076923,32,21,25,13,1261
"1967",8.8,18,4,8,15,1608
"1968",1.58333333333333,3,1,1,12,760
"1969",25.3636363636364,39,0,26,11,270
"1970",6.25,26,2,3.5,12,174
"1971",11.7,36,4,8.5,10,1843
"1972",13.8333333333333,27,9,11,12,476
"1973",15.6,29,10,15,10,1881
"1974",43.4166666666667,59,35,41,12,767
"1975",19.2,27,15,19,10,925
"1976",23.0909090909091,29,18,24,11,1775
"1977",0.3,1,0,0,10,1455
"1978",47.2307692307692,65,37,46,13,106
"1979",23.0769230769231,44,12,17,13,1124
"1980",40.3846153846154,61,29,38,13,670
"1981",16.5,31,11,14.5,12,1318
"1982",16.3076923076923,27,11,15,13,1857
"1983",50.1,60,43,49.5,10,1389
"1984",41.8181818181818,51,34,42,11,1738
"1985",30.1333333333333,43,0,30,15,550
"1986",6.7,19,3,5,10,241
"1987",14.3076923076923,24,7,14,13,1039
"1988",19.5,37,12,18,16,353
"1989",23.4166666666667,35,17,23,12,1421
"1990",25.7692307692308,33,20,25,13,2049
"1991",33.7,45,29,30.5,10,2092
"1992",5.91666666666667,13,3,5,12,784
"1993",9.45454545454546,25,4,7,11,435
"1994",9.33333333333333,31,5,7,12,262
"1995",24.5,42,14,22.5,16,447
"1996",44.8571428571429,51,41,45,14,2083
"1997",4,9,1,4,9,539
"1998",36.25,48,29,34,12,921
"1999",40,51,34,37.5,20,1104
"2000",25.5,31,23,25.5,12,841
"2001",25.3846153846154,33,21,26,13,1331
"2002",28.1666666666667,36,24,26,12,1715
"2003",39.6666666666667,50,34,38,12,2208
"2004",6.61111111111111,13,3,4.5,18,621
"2005",30.5,42,23,29.5,10,662
"2006",41.5,61,33,39,16,739
"2007",4,4,4,4,1,62
"2008",3.66666666666667,4,3,4,3,1236
"2009",21.5454545454545,42,15,19,11,809
"2010",22.5714285714286,27,18,22,14,1837
"2011",25.5833333333333,40,18,24,12,1184
"2012",47.2142857142857,63,35,46.5,14,1923
"2013",8.55,28,3,7,20,424
"2014",12.8333333333333,33,7,12,12,1466
"2015",18.8333333333333,42,11,17,12,283
"2016",16.3,31,11,14,10,1460
"2017",26.125,34,21,26,16,2103
"2018",41,49,33,40,10,526
"2019",18.8333333333333,27,13,18.5,12,1347
"2020",17.35,42,8,14,20,703
"2021",34.9333333333333,55,28,31,15,875
"2022",28.4,33,25,28,20,1954
"2023",24.8181818181818,31,20,26,11,1945
"2024",14,23,10,13,10,464
"2025",12,17,9,11,9,945
"2026",9.27272727272727,20,3,7,11,824
