"avg_pop","max_pop","min_pop","med_pop","n","id"
57.6428571428571,71,46,55.5,14,"shawnmendes2020wonder"
50.35,71,1,55,20,"eminem2020musion"
56,78,0,57,17,"samsmith2020lovoes"
56.65,83,3,58,20,"eminem2020musdby"
37.125,55,29,33,8,"theavettbrothers2020theeam"
24.4,33,19,23,10,"remodrive2020porman"
38.2,52,31,37,10,"washedout2020puroon"
12.3333333333333,35,7,9,15,"caleblandryjones2020theone"
58.7142857142857,71,52,58.5,14,"niallhoran2020heaher"
10.4,20,7,8.5,10,"thedears2020lovock"
12,24,8,10,11,"moby2020allcts"
42.25,55,36,41,20,"lilwayne2020funral"
52.6153846153846,79,43,50,13,"dababy2020blaaby"
32.6363636363636,40,25,33,11,"morrissey2020iamain"
30.35,46,24,28.5,20,"thesmashingpumpkins2020cyrcyr"
30.9285714285714,48,24,29,14,"jamestaylor2020ameard"
43.4375,65,32,42,16,"johnlegend2020bigove"
7.90909090909091,23,5,7,11,"beachslang2020theity"
53.9166666666667,77,42,51.5,12,"katyperry2020smiile"
59.5882352941176,76,51,58,17,"justinbieber2020chages"
40.3333333333333,78,25,35,12,"diplo2020chaoil"
35.8125,54,27,36,16,"ghetts2021conest"
40.6153846153846,52,34,38,13,"selfesteem2021priure"
56.5333333333333,64,51,56,15,"turnstile2021glowon"
63.75,71,54,63.5,12,"dave2021werher"
39.75,43,37,39.5,8,"nickcavewarrenellis2021carage"
68.95,76,63,69,20,"taylorswift2021redion"
39.3636363636364,50,33,40,11,"biffyclyro2021theter"
42,48,36,43,11,"wolfalice2021bluend"
28.9090909090909,36,24,29,11,"converge2021blooni"
23.1111111111111,31,18,21,9,"forthoseilove2021forove"
28.9,40,23,25,10,"theweatherstation2021ignnce"
28.5,41,21,27,10,"lauramvula2021pinise"
33.6363636363636,43,28,31,11,"squid2021brield"
23.6666666666667,36,16,22,12,"rhiannongiddens2021theome"
43.6,52,37,43.5,10,"snailmail2021valine"
71.5833333333333,83,66,69.5,12,"adele20213030"
40,62,0,45.5,16,"lordhuron2021lonost"
48.8421052631579,61,41,47,19,"littlesimz2021somert"
65.4375,76,54,65.5,16,"tylerthecreator2021calost"
53,65,45,52,10,"japanesebreakfast2021jublee"
22.625,43,13,19,16,"sault2021ninine"
48.1,63,38,47,10,"brandicarlile2021intays"
19.6,35,11,17.5,10,"janeweaver2021floock"
16.2222222222222,26,9,16,9,"paulineannastrom2021angght"
24.2857142857143,28,19,24,7,"richarddawson2021hennki"
25.5,34,21,24,8,"jeffparker2021forlks"
30.4285714285714,40,24,29,7,"cassandrajenkins2021anoure"
28.75,41,21,27.5,12,"illuminatihotties2021letore"
31.7857142857143,41,0,34.5,14,"pompomsquad2021deader"
15.1428571428571,37,0,19,14,"lrain2021fatgue"
31.7777777777778,41,25,31,9,"mdoumoctar2021afrime"
32.5555555555556,43,26,32,9,"grouper2021shaade"
61.7058823529412,68,58,61,17,"nas2021kineii"
28.3636363636364,44,21,28,11,"serpentwithfeet2021deacon"
36.1111111111111,49,30,35,9,"floatingpoints2021proses"
31.0625,51,24,30,16,"madlib2021souors"
12.2727272727273,20,7,12,11,"lorainejames2021refion"
32.1333333333333,43,23,32,15,"heladonegro2021farrin"
31.3333333333333,43,25,29,15,"genesisowusu2021smieth"
36.9,49,29,37.5,10,"drycleaning2021newleg"
72.9375,87,68,72,16,"billieeilish2021hapver"
37.875,46,32,37.5,8,"nalasinephro2021spae18"
33.7142857142857,43,0,36.5,14,"stvincent2021dadome"
22,38,12,16.5,10,"shannonlay2021geiist"
35.4615384615385,46,29,34,13,"amylandthesniffers2021comome"
17.7857142857143,30,10,16.5,14,"thebug2021firire"
48.9230769230769,65,39,49,13,"remiwolf2021jununo"
38.5625,59,26,36,16,"machhommy2021praiti"
15.6666666666667,31,10,14,9,"gruffrhys2021seeods"
22.3,34,16,20,10,"loscil2021claara"
17.7,36,11,14,20,"thecoral2021corand"
47.4545454545455,56,42,47,11,"lucydacus2021homdeo"
27.2142857142857,45,0,26,14,"valeriejune2021theers"
62.5333333333333,85,9,63,15,"lilnasx2021monero"
47.8,61,41,46.5,10,"thewarondrugs2021idoore"
58.9,77,45,59.5,20,"summerwalker2021stirit"
35.9230769230769,60,26,34,13,"nao2021andful"
12.4545454545455,26,7,10,11,"marissanadler2021theuds"
21.7857142857143,43,11,17,14,"emmajeanthackray2021yellow"
8.8,18,4,8,15,"theflatlanders2021treove"
37.5,46,33,36.5,12,"julienbaker2021litons"
13.6363636363636,27,8,11,11,"arabstrap2021asdark"
25.4166666666667,44,19,23.5,12,"thefelicebrothers2021froust"
36.8888888888889,55,25,33,9,"katykirby2021cooace"
11.5714285714286,18,8,11,7,"ryleywalker2021couble"
9,15,4,9,14,"theanchoress2021theing"
26.9166666666667,36,18,27,12,"villagers2021fevams"
26.25,41,17,23.5,12,"leonvynehall2021rarver"
36,44,30,36,10,"deanblunt2021blaal2"
44.4166666666667,60,35,41,12,"hiatuskaiyote2021mooant"
28.9090909090909,48,20,27,11,"sonsofkemet2021blaure"
38.1,44,33,38.5,10,"low2021heyhat"
24.3,31,20,23,10,"davidcrosby2021forree"
49.5,64,39,49,10,"vincestaples2021vinles"
11.5454545454545,22,7,10,11,"liars2021therop"
26.3333333333333,37,20,26,12,"thearmed2021ultpop"
54.1666666666667,72,48,52.5,12,"clairo2021sliing"
41.2,49,35,39.5,10,"indigodesouza2021anyake"
26.5,41,20,24,10,"billiemarten2021flouna"
36.7,45,31,35,10,"ironmaiden2021sentsu"
51.3125,72,40,48,16,"samfender2021sevder"
25.1111111111111,39,17,25,9,"geese2021protor"
34.5555555555556,39,31,34,9,"linguaignota2021sinady"
21.625,32,16,19,8,"saintetienne2021iveyou"
19.7,34,12,16,10,"lightningbug2021acosky"
67,84,52,64.5,10,"silksonic2021anenic"
12.3333333333333,22,7,12,12,"moormother2021blaair"
82.5454545454545,87,75,85,11,"oliviarodrigo2021souour"
24.4545454545455,35,17,23,11,"mogwai2021astues"
33.1,40,27,32,10,"elbow2021flyam1"
11.5833333333333,30,5,10,12,"tomjones2021surime"
46,50,43,45.5,6,"blackcountrynewroad2021forime"
17.1111111111111,27,12,17,9,"iceage2021seeter"
30.3846153846154,45,24,28,13,"sleafordmods2021spaibs"
49.4166666666667,60,39,50.5,12,"arloparks2021colams"
33.875,40,31,33,8,"godspeedyoublackemperor2021gdsend"
38,49,10,39,14,"idles2021craler"
54.5,67,47,54,16,"isaiahrashad2021theing"
46.3076923076923,61,37,45,13,"chloemoriondo2021blonny"
13.5714285714286,22,9,12.5,14,"bonnieprincebillyandmattsweeney2021supves"
36.75,52,26,32.5,12,"yola2021staelf"
66.3,81,59,64.5,20,"taylorswift2021feaion"
26,36,20,24,10,"lump2021animal"
16.5,25,11,15,6,"clairerousay2021asocus"
9.27272727272727,26,5,8,11,"marthawainwright2021lovorn"
19.25,35,13,17,8,"sarahdavachi2021antals"
42.2,52,37,40,15,"mastodon2021husrim"
27.1818181818182,39,21,25,11,"lukasnelsonpromiseofthereal2021afeart"
35.6666666666667,49,29,33.5,12,"robertplantandalisonkrauss2021raioof"
21.8181818181818,40,14,19,11,"tuneyards2021skechy"
36.8888888888889,44,32,35,9,"deafheaven2021infite"
21,35,15,19,10,"damienjurado2021thenia"
40.4444444444444,47,37,39,9,"kinggizzardthelizardwizard2021lwlw"
49.4545454545455,66,41,50,11,"fayewebster2021iknaha"
17.9,28,9,15.5,10,"bachelor2021doosun"
22.6363636363636,41,17,18,11,"steveearlethedukes2021jtjt"
26.75,41,14,28.5,20,"shame2021druink"
22.5,34,16,19.5,8,"marisaanderson2021losres"
27.625,32,24,27,8,"emmaruthrundle2021engell"
4.5,9,2,3.5,6,"birdsofmaya2021valdez"
37.4545454545455,45,33,36,11,"injuryreserve2021bytnix"
11.7692307692308,32,5,8,13,"williamdoyle2021greime"
41.8181818181818,53,37,41,11,"manchesterorchestra2021thegod"
14.9090909090909,30,10,14,11,"stevegunn2021othyou"
29.7857142857143,41,23,27.5,14,"dropkickmurphys2021turial"
40,73,25,39,20,"celeste2021notuse"
44,62,32,45,14,"jazminesullivan2021heales"
18.5,27,14,17.5,10,"joanarmatrading2021conces"
20.6,29,17,19.5,10,"portrayalofguilt2021chrker"
60.1818181818182,72,54,58,11,"lanadelrey2021chelub"
7.58333333333333,15,3,7,12,"johngrant2021boygan"
8.16666666666667,29,3,6,12,"virginiawing2021priife"
15.3571428571429,36,8,10.5,14,"megabog2021lifher"
43,49,36,43.5,10,"chvrches2021scrnce"
12.1818181818182,22,8,11,11,"mariannefaithfull2021sheuty"
21.3571428571429,28,16,22,14,"sharonvanetten2021epiten"
14.6363636363636,17,12,15,11,"gas2021dersch"
31.3,47,26,29.5,10,"jamesmcmurtry2021thends"
44.2,54,38,43.5,10,"kinggizzardthelizardwizard2021but000"
22.9166666666667,35,16,22,12,"paulweller2021fatol1"
39.75,45,36,39,8,"blackmidi2021cavade"
17.1,28,12,14.5,10,"circuitdesyeux2021ioio"
29.6363636363636,38,25,29,11,"toriamos2021oceean"
8.3,24,3,5.5,10,"penelopetrappes2021penree"
14.4285714285714,18,11,14.5,14,"xeniarubinos2021unaosa"
50,66,40,50,14,"jungle2021lovreo"
47.4545454545455,58,34,46,11,"leonbridges2021golund"
18.6,29,13,17,10,"annabsavage2021acourn"
20.8,38,14,17.5,10,"torres2021thiier"
24.6923076923077,42,17,22,13,"goatgirl2021onaurs"
27.2,40,19,26.5,10,"tirzah2021colade"
40.2222222222222,51,35,39,9,"poppy2021flulux"
12.5,27,9,11,10,"estherrose2021howmes"
22.5,34,16,20.5,14,"loslobos2021natons"
10.3076923076923,27,6,9,13,"juliedoiron2021ithyou"
26.9166666666667,43,19,27,12,"chai2021winink"
49.0909090909091,59,44,50,11,"gojira2021forude"
50.1333333333333,67,43,48,15,"architects2021forist"
24.8461538461538,32,20,23,13,"awingedvictoryforthesullen2021invies"
43.3,58,38,41.5,20,"dodie2021builem"
42.1428571428571,52,38,40.5,14,"sufjanstevens2021abeind"
31,44,25,29,11,"damonalbarn2021neaows"
32.4166666666667,53,25,29,12,"thestaves2021gooman"
6.11111111111111,16,1,4,9,"bobgillespie2021utohes"
15.4,26,9,14,10,"fatimaalqadiri2021medmme"
19.3,25,14,19,10,"theantlers2021greold"
28.1666666666667,36,24,26,12,"themountaingoats2021darere"
6.55555555555556,17,2,4,9,"thebesnardlakes2021besngs"
22.75,35,16,20.5,12,"maxïmopark2021natins"
37.9,42,36,37.5,10,"angelsairwaves2021lifrms"
45.8,60,36,42,10,"durandjonestheindications2021priace"
32.7272727272727,50,24,32,11,"stillcorners2021thexit"
27.1666666666667,38,22,25,12,"dinosaurjr2021sweace"
54.5384615384615,60,52,54,13,"halsey2021ifiwer"
31.7272727272727,56,22,27,11,"hissgoldenmessenger2021quigit"
12.1666666666667,31,6,8,12,"matthewewhite2021kbabay"
3.22222222222222,8,1,3,9,"lotic2021watter"
18.6875,37,13,18,16,"dawnrichard2021secine"
27.5,37,20,27.5,14,"psychedelicporncrumpets2021shyund"
61.9333333333333,75,58,61,15,"lanadelrey2021bluers"
27.0833333333333,42,16,23.5,12,"handhabits2021funuse"
41,51,35,40,8,"badbadnotgood2021talory"
17.0833333333333,29,10,14.5,12,"halfwaif2021mytics"
12.5,18,8,11.5,8,"thebody2021ivesee"
32.4,43,27,32,10,"foxing2021draoon"
18.0833333333333,29,11,17,12,"altingün2021yolyol"
26.7692307692308,33,19,28,13,"jasonisbellandthe400unit2021geolue"
47.0769230769231,57,37,48,13,"brockhampton2021roaine"
46.7272727272727,65,36,47,11,"willow2021lating"
41.8181818181818,51,34,42,11,"thekillers2021preine"
37.8888888888889,45,33,37,9,"bennythebutcher2021theet2"
14.3333333333333,27,9,11,9,"anika2021change"
16.9230769230769,29,10,14,13,"kiwijr2021coorns"
9.84615384615385,30,0,10,13,"melvins2021worgod"
5.45,13,2,6,20,"manicstreetpreachers2021ultent"
46.8333333333333,65,42,45,12,"jamesblake2021friart"
42.6666666666667,48,39,42,9,"jonhopkins2021musapy"
18.5,22,14,19,10,"tropicalfuckstorm2021deetes"
25,39,16,22,10,"flockofdimes2021heases"
34.0833333333333,44,28,32,12,"spellling2021theeel"
44.9090909090909,57,36,44,11,"nathanielrateliffthenightsweats2021theure"
20.1111111111111,36,12,15,9,"mykkiblanco2021broeep"
34.2222222222222,47,28,32,9,"darkside2021spiral"
29.4,38,23,28.5,10,"lindseybuckingham2021linham"
4.375,9,2,4,8,"lambchop2021shones"
32.9230769230769,54,22,30,13,"claud2021supter"
7.41666666666667,19,4,6,12,"teenagefanclub2021endade"
36.7,48,29,34.5,10,"courtneybarnett2021thiime"
18.3,28,14,16.5,10,"modernnature2021islise"
15.75,22,11,16.5,12,"variousartists2021illico"
23.3076923076923,39,16,21,13,"djangodjango2021gloark"
42.5,50,38,40.5,14,"hayleywilliams2021flosos"
23,36,17,19,13,"jimbomathus2021thee13"
27.8461538461538,42,20,25,13,"makayamccraven2021decage"
11.25,19,6,10,8,"divideanddissolve2021gaslit"
30.8181818181818,42,24,30,11,"parquetcourts2021symife"
49.6428571428571,63,42,48.5,14,"slowthai2021tyrron"
15.3,33,9,12.5,10,"colleengreen2021cooool"
40.0833333333333,50,35,39,12,"arca2021kiciii"
19.1818181818182,36,12,17,11,"sleaterkinney2021patess"
14.3846153846154,32,9,12,13,"chadvangaalen2021worner"
37,49,29,35,13,"viagraboys2021welazz"
50.7333333333333,62,41,50,15,"kaceymusgraves2021stased"
14.7142857142857,20,11,14,7,"thebody2021leards"
7.11764705882353,17,4,6,17,"loubarlow2021reaive"
42.5,48,37,42.5,12,"evanescence2021theuth"
23.0909090909091,29,18,24,11,"theholdsteady2021opeicy"
31.3846153846154,37,27,31,13,"erikadecasier2021sennal"
13.9166666666667,29,8,12.5,12,"squirrelflower2021plaeti"
20.2,38,13,17,10,"pearlcharles2021magror"
49.2222222222222,61,44,49,9,"nas2021maggic"
50.1428571428571,58,44,49.5,14,"porterrobinson2021nurure"
35.6666666666667,45,30,35.5,12,"modestmouse2021theket"
46.4285714285714,57,39,47.5,14,"magdalenabay2021merrld"
14,30,7,11,10,"lillyhiatt2021lately"
21.9090909090909,40,10,20,11,"aaronleetasjan2021tasjan"
24.2727272727273,34,18,22,11,"pipblom2021weleak"
62.6875,81,51,60,16,"bakeem2021thelue"
48.1333333333333,60,38,46,15,"snohaalegra2021temies"
45.2,63,36,42.5,10,"bicep2021islles"
54.7,69,47,52,10,"marina2021ancand"
4.2,7,3,3,5,"matthewewhite2021broion"
14.1818181818182,34,0,9,11,"lilykonigsberg2021lilnow"
43.6666666666667,52,37,43,12,"londongrammar2021caloil"
34.4166666666667,41,30,34.5,12,"arca2021kiciii"
31.9090909090909,40,27,30,11,"arca2021kiciii"
26.5263157894737,38,19,26,19,"garbage2021nogers"
22,29,17,22,15,"aimeemann2021quetel"
12.1,33,6,8.5,10,"iansweet2021shoear"
26.0909090909091,40,21,24,11,"buckmeek2021twoors"
9.9,17,6,9.5,10,"thechills2021scaain"
62.5454545454545,73,53,63,11,"girlinred2021ifiiet"
29,41,22,26,13,"shannonandtheclams2021yeader"
25.9,34,20,26,10,"atthegates2021theing"
23.3,40,16,20,10,"pompoko2021cheter"
20.5,33,14,18,10,"lone2021alwead"
20,23,17,20,9,"chrissiehynde2021stalan"
16,24,12,16,11,"cloudnothings2021theber"
7.91666666666667,27,2,5,12,"fieldmusic2021flaoon"
13.5833333333333,20,10,13,12,"tomahawk2021tonity"
26.2307692307692,33,20,27,13,"garynuman2021intder"
52,63,46,50,11,"royalblood2021typons"
4.8125,10,0,4,16,"palberta2021pal000"
14.3333333333333,30,8,11,12,"haydenthorpe2021mooond"
19.7142857142857,35,15,16,7,"colleen2021theing"
8,15,4,7.5,8,"alanvega2021muttor"
29.1428571428571,49,0,30,14,"nogaerez2021kidids"
72.8571428571429,87,61,70.5,14,"dojacat2021plaher"
42.9333333333333,70,31,41,15,"bigredmachine2021howast"
44.6666666666667,62,34,41,12,"arca2021kickii"
21.8333333333333,35,15,20,12,"andrewwk2021goding"
14.3333333333333,20,10,13.5,12,"crowdedhouse2021dreing"
45.7,64,38,46,10,"sturgillsimpson2021theita"
26.75,41,20,24.5,12,"prince2021welica"
34.4615384615385,48,25,34,13,"thevaccines2021bacity"
36.4444444444444,51,29,35,18,"greenteapeng2021manade"
15,20,8,16,13,"lizphair2021sobish"
28.3076923076923,40,22,28,13,"lorettalynn2021stiugh"
47.0909090909091,60,40,48,11,"kingsofconvenience2021peaove"
28.7,35,23,27.5,10,"jacksonbrowne2021dowere"
25.6363636363636,39,16,28,11,"rostam2021chabia"
19.4,35,12,15,10,"dublonde2021homing"
66.75,78,59,64.5,12,"jcole2021theson"
29.1666666666667,46,23,26.5,12,"hovvdy2021truove"
36.4615384615385,49,29,38,13,"josegonzalez2021locley"
25.4705882352941,41,19,23,17,"parkhyejin2021befdie"
28.4545454545455,41,23,29,11,"mymorningjacket2021mymket"
23.9090909090909,46,15,23,11,"fruitbats2021theade"
22.5714285714286,27,18,22,14,"thenotwist2021verays"
19.0833333333333,27,14,17.5,12,"billybragg2021thened"
12.8,32,0,11,15,"xiuxiu2021ohnhno"
30.9090909090909,38,26,29,11,"tigersjaw2021iworme"
19.3333333333333,26,14,19,9,"deerhoof2021actcan"
35.3333333333333,51,1,36,12,"weezer2021okhman"
11.7,36,4,8.5,10,"thegoonsax2021mirrii"
7.5,10,5,7.5,2,"blanckmass2021infaux"
16,29,0,14.5,14,"tonyallen2021theend"
20.4,30,16,19,10,"johncarpenter2021losath"
10.7333333333333,22,7,10,15,"chubandthegang2021theuts"
41.4166666666667,49,35,40,12,"theblackkeys2021deleam"
41.6363636363636,52,34,40,11,"orlagartland2021womnet"
46.5,67,38,44,20,"her2021bacind"
28,41,21,29,11,"james2021allyou"
55.5789473684211,66,48,54,19,"migos2021culiii"
7.91666666666667,15,4,7,12,"neilyoungcrazyhorse2021bararn"
24.4545454545455,45,15,21,11,"adalea2021oneden"
50.4444444444444,58,44,51,9,"foofighters2021medght"
11.95,17,6,13,20,"stevenwilson2021thetes"
16.3076923076923,27,11,15,13,"thejoyformidable2021intlue"
37.1818181818182,62,22,35,11,"paulmccartney2021mccned"
25.8666666666667,48,16,21,15,"jadebird2021difght"
22.1111111111111,40,15,18,9,"indigosparke2021echcho"
39.6923076923077,55,30,37,13,"rhye2021homome"
23.1111111111111,30,18,22,9,"andystott2021nevime"
1.33333333333333,2,1,1,3,"bodyhead2021bodead"
45.7272727272727,51,40,47,11,"riseagainst2021nowion"
15,37,10,13,17,"smerz2021belver"
27.8181818181818,39,21,26,11,"sleighbells2021texxis"
24.9090909090909,51,15,19,11,"sunjune2021somere"
22,37,16,18.5,12,"middlekids2021todest"
39.7894736842105,60,1,41,19,"demilovato2021danver"
42.0833333333333,51,30,43,12,"barrygibb2021greol1"
66.4,78,53,67,20,"juicewrld2021figons"
32.4444444444444,46,25,32,9,"pond202199"
24.7,44,18,21.5,10,"wildpink2021abihts"
20.8,35,11,19.5,10,"clapyourhandssayyeah2021newity"
14.6363636363636,31,7,11,11,"penelopeisles2021whippy"
52.1538461538462,64,44,52,13,"finneas2021optist"
55.6,69,48,56,10,"abba2021voyage"
13.8,24,10,12,15,"alicecooper2021deties"
44.5833333333333,64,34,43,12,"zaralarsson2021posirl"
32.1,47,21,30,10,"thewallflowers2021exinds"
15.6,29,10,15,10,"thegoteam2021getpt1"
31.9230769230769,44,0,35,13,"dmx2021exos17"
29.1,41,22,28,10,"deathfromabove2021is4ers"
36.1,61,28,33,20,"nilsfrahm2021oldnds"
46.7,54,37,48.5,10,"bleachers2021takght"
27.8,41,0,28,20,"snoopdogg2021snothm"
26.4444444444444,50,14,25,9,"common2021abeol2"
37.3,50,25,38.5,10,"flyte2021thiurt"
42.9166666666667,53,36,42,12,"tonybennett2021lovale"
34.4,42,24,35,10,"blackberrysmoke2021yougia"
31.8125,71,0,26.5,16,"eltonjohn2021theons"
64.1,76,58,62.5,10,"johnmayer2021sobock"
63,71,58,63,11,"twentyonepilots2021scaicy"
12.5,26,8,10.5,10,"ashleymonroe2021rosold"
38.3125,51,31,37,16,"benhoward2021colout"
9.30769230769231,42,4,7,13,"kele2021thept1"
12.375,25,5,11,8,"baio2021dearol"
48.4545454545455,58,40,46,11,"inhaler2021itwhis"
18.1666666666667,34,12,16,12,"tvpriest2021uppers"
49.2727272727273,55,42,51,11,"kingsofleon2021wheelf"
55.25,67,46,54,12,"lorde2021solwer"
25.6666666666667,40,20,24,9,"wavves2021hidway"
52.5555555555556,71,40,49.5,18,"roddyricch2021livast"
36.5,43,29,36,10,"weezer2021vanzer"
34,37,30,35,11,"afi2021bodies"
15.6153846153846,28,11,14,13,"cheaptrick2021inarld"
30.5,40,25,29.5,12,"davegahanthesoulsavers2021impter"
40.1666666666667,46,33,39.5,12,"rickross2021riceen"
3,17,0,1,10,"maxbloom2021pedian"
21.85,33,14,21,20,"variousartists2021theist"
33.45,45,28,32.5,20,"aliciakeys2021keyeys"
19.3571428571429,28,12,18,14,"thespecials2021pro012"
57.5,66,51,57,12,"gretavanfleet2021theate"
56.5454545454545,65,51,54,11,"zayn2021nobing"
38.1818181818182,51,30,37,11,"palewaves2021whoami"
42.6666666666667,67,34,40,15,"ragnboneman2021lifure"
69.9375,87,51,68.5,16,"justinbieber2021jusice"
19.0555555555556,26,15,18,18,"dannyelfman2021bigess"
72.25,84,63,71,20,"drake2021cerboy"
23.5384615384615,50,16,19,13,"dianaross2021thayou"
0.571428571428571,6,0,0,14,"edsheeran2021equals"
54.8571428571429,78,39,50,14,"djkhaled2021khaled"
47.2142857142857,63,35,46.5,14,"theoffspring2021letoll"
61,81,12,63,12,"coldplay2021musres"
53.75,71,7,54.5,20,"popsmoke2021faiith"
62.25,78,50,60,20,"kanyewest2021donnda"
25,39,20,23.5,20,"vanmorrison2021latol1"
63.1428571428571,85,55,60.5,14,"maroon52021jorrdi"
66.3125,80,56,65,16,"rosalía2022motami"
37.3636363636364,47,31,38,11,"novatwins2022supova"
53.3,59,48,53,10,"blackcountrynewroad2022antere"
26.3636363636364,53,12,24,11,"sza2022sossos"
74.75,93,68,73.5,16,"beyoncé2022rennce"
45.6,51,40,45.5,10,"jockstrap2022iloerb"
33.9473684210526,48,1,35,19,"florist2022floist"
25.3,32,20,24,10,"justmustard2022header"
43.7777777777778,57,39,42.5,18,"sudanarchives2022nateen"
20.8333333333333,24,16,21.5,6,"binkermoses2022feeine"
19.6428571428571,34,1,19.5,14,"ninanastasia2022ridrse"
61.7058823529412,68,58,61,17,"nas2022kiniii"
53,62,8,57.5,10,"weyesblood2022andlow"
46.1,55,42,44,10,"angelolsen2022bigime"
71.625,84,61,71.5,16,"theweeknd2022dawnfm"
50.8,64,45,49.5,20,"bigthief2022drayou"
24.8181818181818,31,20,26,11,"thesadies2022colams"
21.9473684210526,32,16,21,19,"billcallahan2022ytiaer"
34.1818181818182,43,31,33,11,"makayamccraven2022intmes"
37.1666666666667,50,1,38,12,"kevinmorby2022thiaph"
9.45454545454546,18,6,9,11,"kathrynjoseph2022forged"
29.4166666666667,41,22,27,12,"ibibiosoundmachine2022eleity"
58.3333333333333,72,52,55.5,12,"wetleg2022wetleg"
58.6,64,56,58.5,10,"loylecarner2022hugugo"
32.6363636363636,45,24,31,11,"hurrayfortheriffraff2022lifrth"
28.4,33,25,28,20,"therollingstones2022livmbo"
51.6923076923077,59,47,51,13,"sandyalexg2022godals"
35,44,30,34,12,"soulglo2022diaems"
54.3076923076923,61,48,54,13,"thesmile2022aliion"
48.0714285714286,54,43,47.5,14,"alvvays2022blurev"
49.2,57,44,48.5,10,"earlsweatshirt2022sicick"
46.6,61,40,44.5,10,"spoon2022lucofa"
32.75,38,29,32,8,"bethorton2022weaive"
71.3684210526316,82,64,70,19,"kendricklamar2022mrmers"
42.0909090909091,50,37,41,11,"yardact2022theoad"
87.45,96,81,86,20,"badbunny2022unvnti"
84.4,87,82,84.5,20,"taylorswift2022midhts"
34.1111111111111,47,27,32,9,"catelebon2022pomeii"
30.5,37,24,30.5,8,"cassmccombs2022heaind"
27.8666666666667,38,23,27,15,"danielavery2022ultuth"
25.9090909090909,32,22,26,11,"suede2022aution"
57.7142857142857,71,51,56,14,"denzelcurry2022melure"
37.3125,53,28,37.5,16,"cmat2022ifmead"
42,54,36,40,10,"fontainesdc2022skifia"
30.125,38,25,29.5,8,"jennyhval2022clacts"
56,56,56,56,1,"joanshelley2022thepur"
44.9090909090909,50,39,44,11,"drycleaning2022stuork"
32.7272727272727,41,28,32,11,"tomberlin2022idohis"
30.3333333333333,43,1,29,15,"bobvylan2022bobife"
38.6153846153846,51,32,39,13,"charlotteadigéry2022topcer"
34.9230769230769,45,28,34,13,"yeule2022gliess"
37.7692307692308,44,34,37,13,"björk2022fosora"
20.6153846153846,31,14,17,13,"phoebegreen2022lucyme"
59.7857142857143,69,52,59,14,"florencethemachine2022danver"
27.4,33,24,26.5,10,"thesoftpinktruth2022isihis"
51.0833333333333,59,45,50.5,12,"shygirl2022nymmph"
29,44,22,27,13,"fantasticnegrito2022whiems"
60.5833333333333,70,51,60.5,12,"ghost2022impera"
21.8,29,18,20.5,10,"theweatherstation2022howars"
25.8,34,20,24.5,10,"horaceandy2022midker"
45.6111111111111,57,39,43.5,18,"beachhouse2022oncody"
36.9230769230769,54,29,36,13,"dehd2022bluies"
28.5,38,23,28,10,"gwenno2022tresor"
32.7,43,26,29.5,10,"danielrossen2022youere"
41.3333333333333,48,37,41,12,"kaetempest2022therve"
43.0909090909091,54,38,40,11,"soccermommy2022somver"
20.5,31,14,19.5,8,"keeleyforsyth2022limmbs"
31.1,58,24,28,10,"anaïsmitchell2022anaell"
36.6,43,31,36.5,10,"juliajacklin2022preure"
19.8235294117647,29,0,19,17,"flyanakin2022fraank"
19.7777777777778,25,15,20,9,"sarahdavachi2022twoers"
57.5384615384615,65,52,57,13,"rinasawayama2022holirl"
56.9,66,53,56.5,10,"phoenix2022alpulu"
35.5454545454545,44,31,34,11,"specialinterest2022endure"
28.4285714285714,39,20,28,14,"ezracollective2022wheobe"
23,38,15,21,10,"vieuxfarkatouré2022lesnes"
42.8,49,37,43.5,10,"tearsforfears2022theint"
25.2857142857143,33,21,25,7,"spiritualized2022eveful"
18.6,23,15,18,10,"lambchop2022theble"
31.5833333333333,45,0,35.5,12,"pup2022theand"
36,44,31,35,20,"wilco2022crutry"
82.6153846153846,92,76,82,13,"harrystyles2022haruse"
21.0833333333333,34,16,19.5,12,"calexico2022elmdor"
23.3333333333333,36,17,21.5,12,"mavisstaples2022carome"
29.7142857142857,34,26,29,7,"horselords2022comcts"
48.5333333333333,70,40,45,15,"mirandalambert2022palino"
24.0909090909091,29,20,24,11,"whatevertheweather2022whaher"
27.6363636363636,33,22,28,11,"amandashires2022takman"
58.3333333333333,69,50,59,12,"pushat2022itsdry"
35.4166666666667,46,30,34.5,12,"nilüferyanya2022paiess"
8.8,12,5,9,10,"papercuts2022pasion"
53.6153846153846,64,47,52,13,"kehlani2022bluoad"
59.6363636363636,67,53,60,11,"mitski2022lauell"
40.75,49,36,39.5,12,"thebeths2022expeld"
20.55,34,17,19,20,"elviscostellotheimposters2022thedif"
34.8,44,30,32,10,"barteesstrange2022farble"
47.5,69,42,45,14,"saba2022fewngs"
35,46,29,34,10,"letseatgrandma2022twoons"
53.1666666666667,62,47,53,12,"dangermouse2022chedes"
13.8,19,10,13,10,"loop2022sonncy"
44.7,49,41,44.5,10,"röyksopp2022proies"
38,45,33,37,9,"pandabear2022resset"
41.2307692307692,56,35,38,13,"jamiet2022thever"
51.75,66,42,50.5,16,"vincestaples2022ramart"
53.9166666666667,64,48,53,12,"panicatthedisco2022vivnce"
